bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,San Francisco venues flyer,Unknown,1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",Image,Photograph,bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,"Bay Area Punk Flyers Collection, #8161",Educational use,bay_area_punk_flyers_8161_14_2.jpg
keith_busch_northeast_ohio_punk_8152,Xerox zines,"Busch, Keith",1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_zines_1980s_3_8.",punk culture; punk zines; xerox zines; underground press; DIY publishing,Northeast Ohio (United States),Image,image/jpeg,"Keith Busch Northeast Ohio punk collection, #8152. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,8152_box_3,keith_busch_ne_ohio_8152_box3_45.jpg
keith_busch_northeast_ohio_punk_8152,Xerox zines,"Busch, Keith",1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_zines_1980s_3_8.",punk culture; punk zines; xerox zines; underground press; DIY publishing,Northeast Ohio (United States),Image,image/jpeg,"Keith Busch Northeast Ohio punk collection, #8152. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,8152_box_3,keith_busch_ne_ohio_8152_box3_46.jpg
texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_7,Political Events Posters 1984 1996 7 49,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder political_events_posters_1984_1996_7_49. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_7,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_5.jpg
texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_8,Political Events Posters 1984 1996 7 49,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder political_events_posters_1984_1996_7_49. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_8,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_7.jpg
texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_9,Political Events Posters 1984 1996 7 49,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder political_events_posters_1984_1996_7_49. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_9,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_8.jpg
texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_10,Political Events Posters 1984 1996 7 49,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder political_events_posters_1984_1996_7_49. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_10,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_9.jpg
texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_11,Political Events Posters 1984 1996 7 49,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder political_events_posters_1984_1996_7_49. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_11,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_10.jpg
texas_gretchen_phillips_papers_7839_box_7_austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56_14,Austin Bands Press Butthole Surfers True Believers 1981 2008 7 56,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56_14,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_13.jpg
texas_gretchen_phillips_papers_7839_box_7_austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56_15,Austin Bands Press Butthole Surfers True Believers 1981 2008 7 56,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56_15,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_14.jpg
texas_gretchen_phillips_papers_7839_box_7_austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56_16,Austin Bands Press Butthole Surfers True Believers 1981 2008 7 56,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_austin_bands_press_butthole_surfers_true_believers_1981_2008_7_56_16,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_15.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_18,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_18,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_16.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_19,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_19,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_18.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_20,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_20,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_19.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_21,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_21,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_20.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_22,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_22,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_21.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_23,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_23,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_22.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_24,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_24,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_23.jpg
texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_25,Other Peoples Songbooks 7 62,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder other_peoples_songbooks_7_62. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_other_peoples_songbooks_7_62_25,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_24.jpg
texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_27,Misc Austin Press 1982 1984 7 57,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder misc_austin_press_1982_1984_7_57. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_27,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_25.jpg
texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_28,Misc Austin Press 1982 1984 7 57,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder misc_austin_press_1982_1984_7_57. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_28,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_27.jpg
texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_29,Misc Austin Press 1982 1984 7 57,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder misc_austin_press_1982_1984_7_57. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_29,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_28.jpg
texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_30,Misc Austin Press 1982 1984 7 57,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder misc_austin_press_1982_1984_7_57. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_30,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_29.jpg
texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_31,Misc Austin Press 1982 1984 7 57,"Phillips, Gretchen",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder misc_austin_press_1982_1984_7_57. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,Austin (Tex.),Image,image/jpeg,texas_gretchen_phillips_papers_7839_box_7_misc_austin_press_1982_1984_7_57_31,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Educational use permitted. Courtesy of Cornell University Library.,texas_gretchen_phillips_7839_box_7_30.jpg
